dm_42b77618	ลีซอิท	LITSM/PBF/67-11104	AW069-PLS-บ้านห้วยทราย ม.6 ต.นาเชือก อ.นาเชือก จ.มหาสารคาม	Close	บมจ.ลีซอิท		2024-11-28	2025-02-27	91	2	1890000	0.15	THB	2024-11-28		1890000			AW069	AW069-PLS-บ้านห้วยทราย ม.6 ต.นาเชือก อ.นาเชือก จ.มหาสารคาม	Non-Active
dm_a60bf4e8	ลีซอิท	LITSM/PBF/67-11105	AW065-PL-บ้านบางเตยเหนือ ม.1 ต.บางเตย อ.เมืองพังงา จ.พังงา	Close	บมจ.ลีซอิท		2024-11-28	2025-02-27	91	3	1890000	0.15	THB	2024-11-28		1890000			AW065	AW065-PL-บ้านบางเตยเหนือ ม.1 ต.บางเตย อ.เมืองพังงา จ.พังงา	Non-Active
dm_d9d2cfb8	ลีซอิท	LITSM/PBF/68-01022	เทศบาลตำบลบัลลังก์ 20 จุด	Close	บมจ.ลีซอิท		2025-01-29	2025-05-02	93	5	12730000	0.15	THB	2025-01-29		12730000			ENC063	เทศบาลตำบลบัลลังก์ 20 จุด	Non-Active
dm_bcedc880	ลีซอิท	LITSM/PBF/68-02031	ENC087-PD-บ้านทะเล ม.4 ต.เสมา อ.สูงเนิน จ.นครราชสีมา	Close	บมจ.ลีซอิท		2025-02-18	2025-05-19	90	5	550000	0.15	THB	2025-02-18		550000			ENC087	ENC087-PD-บ้านทะเล ม.4 ต.เสมา อ.สูงเนิน จ.นครราชสีมา	Non-Active
dm_89aa14bd	ลีซอิท	LITSM/PBF/68-02032	TTI043-PDH-บ้านเขาแดง ม.11 ต.สาริกา อ.เมืองนครนายก จ.นครนายก	Close	บมจ.ลีซอิท		2025-02-18	2025-05-19	90	5	550000	0.15	THB	2025-02-18		550000			TTI043	TTI043-PDH-บ้านเขาแดง ม.11 ต.สาริกา อ.เมืองนครนายก จ.นครนายก	Non-Active
dm_a2ee7b45	ลีซอิท	LITSM/PBF/68-02033	TTI035-PD-ตลาดกลางสินค้าเกษตรสระแก้ว ม.1 ต.ศาลาลำดวน อ.เมืองสระแก้ว จ.สระแก้ว	Close	บมจ.ลีซอิท		2025-02-18	2025-05-19	90	5	550000	0.15	THB	2025-02-18		550000			TTI035	TTI035-PD-ตลาดกลางสินค้าเกษตรสระแก้ว ม.1 ต.ศาลาลำดวน อ.เมืองสระแก้ว จ.สระแก้ว	Non-Active
dm_951a1fed	ลีซอิท	LITSM/PBF/68-01021	ม.1 ต.เขาพระ อ.รัตภูมิจ.สงขลา (5 จุด)	Close	บมจ.ลีซอิท		2025-01-29	2025-05-02	93	5	3245000	0.15	THB	2025-01-29		3245000			PP039	ม.1 ต.เขาพระ อ.รัตภูมิจ.สงขลา (5 จุด)	Non-Active
dm_957be55a	ลีซอิท	LITSM/PBF/68-02034	TTI036-PD-โรงเรียนบ้านศาลาลำดวน ม.2 ต.ศาลาลำดวน อ.เมืองสระแก้ว จ.สระแก้ว	Close	บมจ.ลีซอิท		2025-02-18	2025-05-19	90	5	550000	0.15	THB	2025-02-18		550000			TTI036	TTI036-PD-โรงเรียนบ้านศาลาลำดวน ม.2 ต.ศาลาลำดวน อ.เมืองสระแก้ว จ.สระแก้ว	Non-Active
dm_1ce6f542	ลีซอิท	LITSM/PBF/68-01018	INS026-PD-บ้านม่วงคำ ม.1 ต.ม่วงคำ อ.พาน จ.เชียงราย	Close	บมจ.ลีซอิท		2025-01-29	2025-05-02	93	5	550000	0.15	THB	2025-01-29		550000			INS026	INS026-PD-บ้านม่วงคำ ม.1 ต.ม่วงคำ อ.พาน จ.เชียงราย	Non-Active
dm_7a9699f1	ลีซอิท	LITSM/PBF/68-01019	INS027-PD-บ้านสันผักแค ม.5 ต.ม่วงคำ อ.พาน จ.เชียงราย	Close	บมจ.ลีซอิท		2025-01-29	2025-05-02	93	5	550000	0.15	THB	2025-01-29		550000			INS027	INS027-PD-บ้านสันผักแค ม.5 ต.ม่วงคำ อ.พาน จ.เชียงราย	Non-Active
